Transaction Date,Total Spent,Location,Province,Item
2024-05-20,3.84,In-store,Manitoba,Donut
2024-05-03,2.02,Takeaway,British Columbia,Donut
2024-05-29,9.92,Takeaway,Newfoundland and Labrador,Donut
2024-05-10,2.0,In-store,Manitoba,Donut
2024-05-06,2.03,Takeaway,Newfoundland and Labrador,Donut
2024-05-31,2.0,Takeaway,Newfoundland and Labrador,Donut
2024-05-03,2.0,Takeaway,Saskatchewan,Donut
2024-05-02,3.97,In-store,British Columbia,Donut
2024-05-08,2.0,In-store,Saskatchewan,Donut
2024-05-10,4.02,In-store,Manitoba,Donut
2024-05-14,2.07,Takeaway,British Columbia,Donut
2024-05-22,4.03,In-store,British Columbia,Donut
2024-05-13,6.16,Takeaway,Saskatchewan,Donut
2024-05-18,4.01,In-store,Saskatchewan,Donut
2024-05-01,6.17,Takeaway,Manitoba,Donut
2024-05-13,4.06,Takeaway,British Columbia,Donut
2024-05-30,2.0,In-store,Manitoba,Donut
2024-05-24,2.0,In-store,British Columbia,Donut
2024-05-23,2.0,In-store,Saskatchewan,Donut
2024-05-10,2.43,Takeaway,Saskatchewan,Donut
2024-05-16,2.0,In-store,Manitoba,Donut
2024-05-28,9.7,Takeaway,Manitoba,Donut
2024-05-28,2.0,Takeaway,Saskatchewan,Donut
2024-05-23,3.92,In-store,British Columbia,Donut
2024-05-15,4.01,In-store,Manitoba,Donut
2024-05-02,2.04,In-store,British Columbia,Donut
2024-05-04,4.09,In-store,British Columbia,Donut
2024-05-01,3.91,Takeaway,Saskatchewan,Donut
2024-05-13,4.09,In-store,Newfoundland and Labrador,Donut
2024-05-01,5.99,In-store,British Columbia,Donut
2024-05-14,2.0,In-store,British Columbia,Donut
2024-05-20,8.03,In-store,Manitoba,Donut
2024-05-20,4.11,In-store,Saskatchewan,Donut
2024-05-17,2.0,In-store,Newfoundland and Labrador,Donut
2024-05-08,5.87,Takeaway,British Columbia,Donut
2024-05-16,4.03,In-store,Newfoundland and Labrador,Donut
2024-05-31,2.02,In-store,British Columbia,Donut
2024-05-15,2.0,In-store,Manitoba,Donut
2024-05-28,18.28,Takeaway,Saskatchewan,Salad
2024-05-13,18.38,In-store,Newfoundland and Labrador,Salad
2024-05-21,8.96,Takeaway,Saskatchewan,Salad
2024-05-15,8.99,In-store,Newfoundland and Labrador,Salad
2024-05-22,18.01,In-store,British Columbia,Salad
2024-05-29,17.97,In-store,Saskatchewan,Salad
2024-05-14,18.23,In-store,Newfoundland and Labrador,Salad
2024-05-24,27.7,Takeaway,Newfoundland and Labrador,Salad
2024-05-28,9.44,Takeaway,British Columbia,Salad
2024-05-26,8.96,Takeaway,British Columbia,Salad
2024-05-01,8.87,Takeaway,British Columbia,Salad
2024-05-01,18.0,In-store,Newfoundland and Labrador,Salad
2024-05-28,18.36,Takeaway,British Columbia,Salad
2024-05-23,36.04,Takeaway,Manitoba,Salad
2024-05-30,8.77,In-store,Manitoba,Salad
2024-05-09,9.14,In-store,British Columbia,Salad
2024-05-25,35.7,In-store,British Columbia,Salad
2024-05-27,17.71,In-store,Manitoba,Salad
2024-05-28,9.04,In-store,British Columbia,Salad
2024-05-22,18.62,In-store,British Columbia,Salad
2024-05-06,18.25,In-store,Saskatchewan,Salad
2024-05-22,18.23,In-store,British Columbia,Salad
2024-05-20,27.81,Takeaway,Newfoundland and Labrador,Salad
2024-05-10,26.93,In-store,Saskatchewan,Salad
2024-05-07,9.06,In-store,Newfoundland and Labrador,Salad
2024-05-29,17.94,In-store,Saskatchewan,Salad
2024-05-06,18.28,In-store,British Columbia,Salad
2024-05-14,8.76,In-store,Newfoundland and Labrador,Salad
2024-05-21,8.84,In-store,Newfoundland and Labrador,Salad
2024-05-31,18.01,Takeaway,Saskatchewan,Salad
2024-05-22,9.11,Takeaway,British Columbia,Salad
2024-05-10,9.34,In-store,Manitoba,Salad
2024-05-02,8.84,Takeaway,Newfoundland and Labrador,Salad
2024-05-10,35.95,Takeaway,British Columbia,Salad
2024-05-09,9.05,In-store,Newfoundland and Labrador,Salad
2024-05-27,8.79,In-store,Saskatchewan,Salad
2024-05-13,17.73,In-store,Saskatchewan,Salad
2024-05-03,8.68,Takeaway,British Columbia,Salad
2024-05-28,9.1,In-store,Manitoba,Salad
2024-05-01,8.86,Takeaway,Manitoba,Salad
2024-05-01,44.0,In-store,Manitoba,Salad
2024-05-15,9.08,In-store,Saskatchewan,Salad
2024-05-02,8.97,In-store,Saskatchewan,Salad
2024-05-06,8.86,Takeaway,British Columbia,Salad
2024-05-31,9.07,In-store,British Columbia,Salad
2024-05-28,17.91,In-store,Newfoundland and Labrador,Salad
2024-05-24,36.39,Takeaway,Saskatchewan,Salad
2024-05-22,18.42,In-store,British Columbia,Salad
2024-05-02,8.86,In-store,Saskatchewan,Salad
2024-05-27,8.92,In-store,Newfoundland and Labrador,Salad
2024-05-15,9.23,Takeaway,Newfoundland and Labrador,Salad
2024-05-03,27.75,In-store,British Columbia,Salad
2024-05-10,5.35,Takeaway,Newfoundland and Labrador,Salad
2024-05-16,8.85,Takeaway,Saskatchewan,Salad
2024-05-01,8.85,Takeaway,Newfoundland and Labrador,Salad
2024-05-08,9.04,In-store,Saskatchewan,Salad
2024-05-10,26.25,In-store,Newfoundland and Labrador,Salad
2024-05-15,18.01,In-store,Saskatchewan,Salad
2024-05-01,17.99,In-store,British Columbia,Salad
2024-05-18,9.14,In-store,Newfoundland and Labrador,Salad
2024-05-07,8.89,In-store,British Columbia,Salad
2024-05-20,9.02,In-store,Saskatchewan,Salad
2024-05-08,9.02,In-store,Newfoundland and Labrador,Salad
2024-05-14,8.94,In-store,Manitoba,Salad
2024-05-21,18.61,In-store,Newfoundland and Labrador,Salad
2024-05-21,8.93,In-store,British Columbia,Salad
2024-05-01,27.02,Takeaway,Newfoundland and Labrador,Salad
2024-05-17,8.89,Takeaway,British Columbia,Salad
2024-05-27,9.17,In-store,British Columbia,Salad
2024-05-07,26.39,In-store,British Columbia,Salad
2024-05-17,18.05,Takeaway,Saskatchewan,Salad
2024-05-15,35.35,In-store,British Columbia,Salad
2024-05-28,17.38,In-store,Saskatchewan,Salad
2024-05-14,26.64,Takeaway,Saskatchewan,Salad
2024-05-30,17.77,Takeaway,Newfoundland and Labrador,Salad
2024-05-21,36.39,In-store,Saskatchewan,Salad
2024-05-18,26.4,In-store,British Columbia,Salad
2024-05-09,17.7,In-store,British Columbia,Salad
2024-05-20,17.25,In-store,British Columbia,Salad
2024-05-05,8.82,In-store,Manitoba,Salad
2024-05-14,17.28,Takeaway,Newfoundland and Labrador,Salad
2024-05-09,9.03,In-store,Manitoba,Salad
2024-05-22,9.08,Takeaway,British Columbia,Salad
2024-05-24,9.03,In-store,British Columbia,Salad
2024-05-30,8.92,In-store,Saskatchewan,Salad
2024-05-08,9.06,In-store,Saskatchewan,Salad
2024-05-28,17.33,In-store,Newfoundland and Labrador,Salad
2024-05-28,17.28,Takeaway,British Columbia,Salad
2024-05-28,17.48,In-store,Newfoundland and Labrador,Salad
2024-05-23,26.9,In-store,Newfoundland and Labrador,Salad
2024-05-09,18.28,In-store,British Columbia,Salad
2024-05-28,35.28,In-store,Manitoba,Salad
2024-05-20,8.84,In-store,Manitoba,Salad
2024-05-23,18.23,In-store,British Columbia,Salad
2024-05-07,8.92,Takeaway,Manitoba,Salad
2024-05-06,9.03,In-store,Manitoba,Salad
2024-05-09,9.02,In-store,British Columbia,Salad
2024-05-16,17.55,Takeaway,Manitoba,Salad
2024-05-14,27.97,In-store,Saskatchewan,Salad
2024-05-29,35.36,Takeaway,Saskatchewan,Salad
2024-05-01,18.68,In-store,Manitoba,Salad
2024-05-03,18.2,In-store,Saskatchewan,Salad
2024-05-10,9.05,In-store,Newfoundland and Labrador,Salad
2024-05-06,8.73,Takeaway,Newfoundland and Labrador,Salad
2024-05-14,18.12,In-store,British Columbia,Salad
2024-05-23,7.37,In-store,Manitoba,Cookie
2024-05-31,2.51,In-store,British Columbia,Cookie
2024-05-07,11.85,In-store,Manitoba,Cookie
2024-05-09,2.51,In-store,Newfoundland and Labrador,Cookie
2024-05-24,2.45,Takeaway,Manitoba,Cookie
2024-05-09,2.47,In-store,Newfoundland and Labrador,Cookie
2024-05-22,4.94,In-store,Manitoba,Cookie
2024-05-20,2.55,Takeaway,Newfoundland and Labrador,Cookie
2024-05-28,2.53,In-store,British Columbia,Cookie
2024-05-01,2.49,Takeaway,British Columbia,Cookie
2024-05-31,9.86,Takeaway,British Columbia,Cookie
2024-05-31,12.7,In-store,Saskatchewan,Cookie
2024-05-01,2.59,In-store,Saskatchewan,Cookie
2024-05-16,2.5,Takeaway,Newfoundland and Labrador,Cookie
2024-05-14,2.42,In-store,Manitoba,Cookie
2024-05-08,4.93,In-store,Saskatchewan,Cookie
2024-05-31,10.11,In-store,British Columbia,Cookie
2024-05-06,4.96,In-store,Saskatchewan,Cookie
2024-05-08,9.83,In-store,Manitoba,Cookie
2024-05-01,2.45,In-store,Newfoundland and Labrador,Cookie
2024-05-20,7.51,Takeaway,Saskatchewan,Cookie
2024-05-28,2.42,Takeaway,British Columbia,Cookie
2024-05-21,7.49,In-store,Newfoundland and Labrador,Cookie
2024-05-21,5.01,Takeaway,British Columbia,Cookie
2024-05-02,2.48,In-store,Saskatchewan,Cookie
2024-05-23,4.9,Takeaway,British Columbia,Cookie
2024-05-14,10.2,Takeaway,Manitoba,Cookie
2024-05-15,4.87,In-store,Manitoba,Cookie
2024-05-20,7.53,In-store,British Columbia,Cookie
2024-05-31,12.68,In-store,Manitoba,Cookie
2024-05-24,2.51,Takeaway,Saskatchewan,Cookie
2024-05-22,5.12,Takeaway,Saskatchewan,Cookie
2024-05-14,2.44,In-store,British Columbia,Cookie
2024-05-01,2.46,In-store,British Columbia,Cookie
2024-05-17,2.48,Takeaway,Newfoundland and Labrador,Cookie
2024-05-21,5.33,In-store,Manitoba,Cookie
2024-05-22,12.63,In-store,Newfoundland and Labrador,Cookie
2024-05-20,7.6,In-store,Manitoba,Cookie
2024-05-10,2.53,In-store,British Columbia,Cookie
2024-05-07,2.5,In-store,Manitoba,Cookie
2024-05-03,5.1,In-store,Manitoba,Cookie
2024-05-22,2.41,Takeaway,Saskatchewan,Cookie
2024-05-31,5.03,In-store,British Columbia,Cookie
2024-05-17,7.56,In-store,Newfoundland and Labrador,Cookie
2024-05-22,2.55,In-store,Newfoundland and Labrador,Cookie
2024-05-22,2.44,In-store,Manitoba,Cookie
2024-05-06,2.45,In-store,British Columbia,Cookie
2024-05-07,12.25,Takeaway,Manitoba,Cookie
2024-05-07,12.63,In-store,British Columbia,Cookie
2024-05-30,2.53,In-store,British Columbia,Cookie
2024-05-01,5.11,In-store,Saskatchewan,Refresher
2024-05-17,9.76,In-store,Saskatchewan,Refresher
2024-05-13,4.93,Takeaway,British Columbia,Refresher
2024-05-21,20.08,In-store,Manitoba,Refresher
2024-05-07,19.94,In-store,Saskatchewan,Refresher
2024-05-30,10.46,Takeaway,Saskatchewan,Refresher
2024-05-10,4.83,Takeaway,British Columbia,Refresher
2024-05-29,4.96,In-store,Newfoundland and Labrador,Refresher
2024-05-20,20.31,In-store,British Columbia,Refresher
2024-05-14,4.96,Takeaway,Newfoundland and Labrador,Refresher
2024-05-23,5.0,In-store,Manitoba,Refresher
2024-05-17,5.26,In-store,British Columbia,Refresher
2024-05-06,10.01,Takeaway,Saskatchewan,Refresher
2024-05-22,10.28,In-store,Newfoundland and Labrador,Refresher
2024-05-20,10.13,In-store,Saskatchewan,Refresher
2024-05-18,5.08,In-store,British Columbia,Refresher
2024-05-23,5.07,Takeaway,Newfoundland and Labrador,Refresher
2024-05-21,9.96,In-store,British Columbia,Refresher
2024-05-13,14.51,In-store,Newfoundland and Labrador,Refresher
2024-05-10,5.11,In-store,British Columbia,Refresher
2024-05-08,20.22,In-store,Newfoundland and Labrador,Refresher
2024-05-19,4.92,In-store,Saskatchewan,Refresher
2024-05-10,10.11,In-store,Saskatchewan,Refresher
2024-05-04,5.12,In-store,Manitoba,Refresher
2024-05-25,15.38,Takeaway,Newfoundland and Labrador,Refresher
2024-05-07,9.97,In-store,Manitoba,Refresher
2024-05-06,14.81,Takeaway,Manitoba,Refresher
2024-05-28,5.13,In-store,British Columbia,Refresher
2024-05-22,5.03,In-store,British Columbia,Refresher
2024-05-24,4.82,In-store,Manitoba,Refresher
2024-05-12,15.14,In-store,British Columbia,Refresher
2024-05-20,4.99,In-store,Manitoba,Refresher
2024-05-30,19.88,In-store,Manitoba,Refresher
2024-05-09,14.21,In-store,British Columbia,Refresher
2024-05-02,4.93,In-store,Newfoundland and Labrador,Refresher
2024-05-06,10.52,Takeaway,Newfoundland and Labrador,Refresher
2024-05-29,2.56,In-store,British Columbia,Refresher
2024-05-09,19.54,Takeaway,Manitoba,Refresher
2024-05-16,9.51,In-store,British Columbia,Refresher
2024-05-17,4.84,In-store,Newfoundland and Labrador,Refresher
2024-05-30,4.82,In-store,British Columbia,Refresher
2024-05-10,4.88,Takeaway,British Columbia,Refresher
2024-05-17,5.17,In-store,Saskatchewan,Refresher
2024-05-30,5.09,In-store,Newfoundland and Labrador,Refresher
2024-05-07,9.95,Takeaway,Newfoundland and Labrador,Refresher
2024-05-20,10.33,In-store,Manitoba,Refresher
2024-05-02,4.95,In-store,Manitoba,Refresher
2024-05-08,9.81,In-store,Newfoundland and Labrador,Refresher
2024-05-02,4.96,In-store,Newfoundland and Labrador,Refresher
2024-05-10,4.84,In-store,Manitoba,Refresher
2024-05-07,4.81,In-store,British Columbia,Refresher
2024-05-27,10.13,In-store,Newfoundland and Labrador,Refresher
2024-05-15,5.03,In-store,British Columbia,Refresher
2024-05-14,19.49,In-store,Newfoundland and Labrador,Refresher
2024-05-22,20.19,Takeaway,British Columbia,Refresher
2024-05-30,10.1,In-store,Manitoba,Refresher
2024-05-10,14.82,Takeaway,Saskatchewan,Refresher
2024-05-02,22.37,In-store,Newfoundland and Labrador,Juice
2024-05-03,4.4,Takeaway,British Columbia,Juice
2024-05-28,4.23,In-store,Saskatchewan,Juice
2024-05-28,13.18,In-store,Saskatchewan,Juice
2024-05-15,13.17,In-store,Newfoundland and Labrador,Juice
2024-05-06,9.01,In-store,Newfoundland and Labrador,Juice
2024-05-17,13.18,In-store,British Columbia,Juice
2024-05-22,9.0,In-store,Newfoundland and Labrador,Juice
2024-05-10,13.24,In-store,Saskatchewan,Juice
2024-05-03,13.71,In-store,Newfoundland and Labrador,Juice
2024-05-10,4.53,Takeaway,Newfoundland and Labrador,Juice
2024-05-22,8.95,In-store,Newfoundland and Labrador,Juice
2024-05-31,9.03,In-store,British Columbia,Juice
2024-05-07,4.55,In-store,British Columbia,Juice
2024-05-29,13.52,Takeaway,British Columbia,Juice
2024-05-15,13.54,Takeaway,Saskatchewan,Juice
2024-05-21,8.62,In-store,British Columbia,Juice
2024-05-28,13.36,In-store,Manitoba,Juice
2024-05-17,4.43,Takeaway,Manitoba,Juice
2024-05-02,4.59,Takeaway,British Columbia,Juice
2024-05-09,13.39,Takeaway,Newfoundland and Labrador,Juice
2024-05-27,8.88,In-store,British Columbia,Juice
2024-05-17,9.1,Takeaway,British Columbia,Juice
2024-05-10,8.73,In-store,Saskatchewan,Juice
2024-05-20,13.48,Takeaway,British Columbia,Juice
2024-05-09,4.32,In-store,Manitoba,Juice
2024-05-08,17.74,In-store,Newfoundland and Labrador,Juice
2024-05-27,13.38,Takeaway,Newfoundland and Labrador,Juice
2024-05-14,4.63,In-store,Newfoundland and Labrador,Juice
2024-05-09,13.46,In-store,British Columbia,Juice
2024-05-14,13.26,Takeaway,Manitoba,Juice
2024-05-29,4.49,Takeaway,British Columbia,Juice
2024-05-07,9.26,Takeaway,Saskatchewan,Juice
2024-05-07,17.26,Takeaway,Newfoundland and Labrador,Juice
2024-05-12,9.2,Takeaway,Saskatchewan,Juice
2024-05-02,4.57,Takeaway,British Columbia,Juice
2024-05-02,4.53,In-store,Saskatchewan,Juice
2024-05-01,13.47,In-store,Manitoba,Juice
2024-05-06,4.47,In-store,British Columbia,Juice
2024-05-21,9.26,In-store,Saskatchewan,Juice
2024-05-07,4.56,In-store,Manitoba,Juice
2024-05-13,8.81,In-store,Newfoundland and Labrador,Juice
2024-05-22,4.5,In-store,Newfoundland and Labrador,Juice
2024-05-01,4.61,In-store,Saskatchewan,Juice
2024-05-07,4.55,Takeaway,Newfoundland and Labrador,Juice
2024-05-31,9.05,Takeaway,Newfoundland and Labrador,Juice
2024-05-20,8.77,Takeaway,British Columbia,Juice
2024-05-21,14.12,Takeaway,British Columbia,Juice
2024-05-16,13.69,Takeaway,British Columbia,Juice
2024-05-31,18.64,In-store,Saskatchewan,Juice
2024-05-06,13.58,In-store,Newfoundland and Labrador,Juice
2024-05-02,4.5,Takeaway,British Columbia,Juice
2024-05-27,8.88,In-store,British Columbia,Juice
2024-05-01,4.59,In-store,British Columbia,Juice
2024-05-18,4.45,Takeaway,Manitoba,Juice
2024-05-01,13.9,Takeaway,Newfoundland and Labrador,Juice
2024-05-12,8.87,Takeaway,Newfoundland and Labrador,Juice
2024-05-21,4.59,In-store,British Columbia,Juice
2024-05-17,14.11,Takeaway,Saskatchewan,Juice
2024-05-18,13.35,In-store,Saskatchewan,Juice
2024-05-06,4.51,In-store,Manitoba,Juice
2024-05-09,17.78,In-store,Saskatchewan,Juice
2024-06-09,7.14,In-store,Saskatchewan,Coffee
2024-06-17,10.57,In-store,British Columbia,Coffee
2024-06-24,3.55,Takeaway,Manitoba,Coffee
2024-06-18,3.55,Takeaway,Saskatchewan,Coffee
2024-06-14,3.35,In-store,Ontario,Coffee
2024-06-11,7.06,In-store,Newfoundland and Labrador,Coffee
2024-06-03,6.98,In-store,British Columbia,Coffee
2024-06-27,17.33,Takeaway,British Columbia,Coffee
2024-06-18,10.46,In-store,Saskatchewan,Coffee
2024-06-19,10.17,In-store,British Columbia,Coffee
2024-06-14,10.12,In-store,Manitoba,Coffee
2024-06-12,3.59,In-store,Saskatchewan,Coffee
2024-06-03,10.6,In-store,Newfoundland and Labrador,Coffee
2024-06-06,6.66,In-store,Saskatchewan,Coffee
2024-06-13,10.38,Takeaway,Manitoba,Coffee
2024-06-07,10.68,In-store,British Columbia,Coffee
2024-06-03,3.48,Takeaway,Newfoundland and Labrador,Coffee
2024-06-17,10.76,In-store,Saskatchewan,Coffee
2024-06-14,3.57,In-store,Newfoundland and Labrador,Coffee
2024-06-13,3.41,In-store,British Columbia,Coffee
2024-06-24,17.45,Takeaway,British Columbia,Coffee
2024-06-19,6.94,In-store,British Columbia,Coffee
2024-06-01,6.99,In-store,Saskatchewan,Coffee
2024-06-24,13.61,Takeaway,Newfoundland and Labrador,Coffee
2024-06-14,3.4,In-store,Manitoba,Coffee
2024-06-17,6.89,Takeaway,Saskatchewan,Coffee
2024-06-27,3.46,Takeaway,Saskatchewan,Coffee
2024-06-05,7.04,In-store,British Columbia,Coffee
2024-06-19,3.57,In-store,Newfoundland and Labrador,Coffee
2024-06-10,3.54,In-store,Saskatchewan,Coffee
2024-06-03,10.66,Takeaway,British Columbia,Coffee
2024-06-13,17.41,In-store,British Columbia,Coffee
2024-06-10,3.54,In-store,Manitoba,Coffee
2024-06-01,6.87,Takeaway,Saskatchewan,Coffee
2024-06-15,7.22,In-store,Saskatchewan,Coffee
2024-06-11,6.98,In-store,Newfoundland and Labrador,Coffee
2024-06-13,3.47,In-store,Manitoba,Coffee
2024-06-01,7.02,In-store,British Columbia,Coffee
2024-06-13,7.27,In-store,British Columbia,Coffee
2024-06-14,10.01,In-store,Saskatchewan,Coffee
2024-06-14,10.11,In-store,British Columbia,Coffee
2024-06-21,14.11,In-store,Saskatchewan,Coffee
2024-06-30,3.49,In-store,British Columbia,Coffee
2024-06-03,3.48,In-store,Saskatchewan,Coffee
2024-06-13,3.4,In-store,Newfoundland and Labrador,Coffee
2024-06-26,13.7,In-store,British Columbia,Coffee
2024-06-19,3.44,Takeaway,British Columbia,Coffee
2024-06-29,7.22,Takeaway,British Columbia,Coffee
2024-06-21,14.25,In-store,British Columbia,Coffee
2024-06-21,7.17,In-store,Newfoundland and Labrador,Coffee
2024-06-04,10.84,In-store,British Columbia,Coffee
2024-06-10,3.39,In-store,Newfoundland and Labrador,Coffee
2024-06-18,10.21,Takeaway,British Columbia,Coffee
2024-06-17,10.2,In-store,British Columbia,Coffee
2024-06-24,3.59,In-store,Saskatchewan,Coffee
2024-06-30,6.93,Takeaway,Newfoundland and Labrador,Coffee
2024-06-07,10.59,In-store,British Columbia,Coffee
2024-06-13,10.52,Takeaway,British Columbia,Coffee
2024-06-26,7.03,In-store,British Columbia,Coffee
2024-06-26,10.49,In-store,Newfoundland and Labrador,Coffee
2024-06-25,10.26,In-store,Newfoundland and Labrador,Coffee
2024-06-19,10.61,Takeaway,Newfoundland and Labrador,Coffee
2024-06-30,6.96,In-store,Manitoba,Coffee
2024-06-12,10.46,In-store,Newfoundland and Labrador,Coffee
2024-06-05,10.25,In-store,British Columbia,Coffee
2024-06-05,17.7,In-store,Saskatchewan,Coffee
2024-06-13,10.41,In-store,British Columbia,Coffee
2024-06-25,10.55,In-store,Newfoundland and Labrador,Coffee
2024-06-14,13.97,In-store,British Columbia,Coffee
2024-06-19,10.69,In-store,British Columbia,Coffee
2024-06-12,3.52,In-store,Saskatchewan,Coffee
2024-06-21,3.44,In-store,Newfoundland and Labrador,Coffee
2024-06-06,14.09,In-store,Newfoundland and Labrador,Coffee
2024-06-17,3.52,In-store,Newfoundland and Labrador,Coffee
2024-06-06,7.07,In-store,British Columbia,Coffee
2024-06-14,7.15,In-store,Saskatchewan,Coffee
2024-06-13,10.37,Takeaway,Manitoba,Coffee
2024-06-19,10.64,In-store,British Columbia,Coffee
2024-06-16,6.97,In-store,British Columbia,Coffee
2024-06-29,13.63,Takeaway,Newfoundland and Labrador,Coffee
2024-06-27,6.76,Takeaway,Manitoba,Coffee
2024-06-10,10.47,Takeaway,Saskatchewan,Coffee
2024-06-05,3.48,In-store,Newfoundland and Labrador,Coffee
2024-06-03,3.6,In-store,Manitoba,Coffee
2024-06-07,13.96,In-store,British Columbia,Coffee
2024-06-07,10.63,Takeaway,Saskatchewan,Coffee
2024-06-27,3.38,In-store,British Columbia,Coffee
2024-06-27,3.48,Takeaway,Newfoundland and Labrador,Coffee
2024-06-07,3.44,Takeaway,British Columbia,Coffee
2024-06-24,3.67,In-store,Newfoundland and Labrador,Coffee
2024-06-25,6.91,In-store,Manitoba,Coffee
2024-06-12,7.01,In-store,Saskatchewan,Coffee
2024-06-26,3.51,In-store,Newfoundland and Labrador,Coffee
2024-06-30,3.52,Takeaway,Saskatchewan,Coffee
2024-06-28,6.78,Takeaway,Newfoundland and Labrador,Coffee
2024-06-22,6.89,In-store,British Columbia,Coffee
2024-06-12,6.93,In-store,Manitoba,Coffee
2024-06-07,10.59,In-store,Newfoundland and Labrador,Coffee
2024-06-30,3.46,Takeaway,British Columbia,Coffee
2024-06-10,7.01,In-store,Manitoba,Coffee
2024-06-13,10.02,In-store,British Columbia,Coffee
2024-06-09,3.45,In-store,British Columbia,Coffee
2024-06-15,6.92,In-store,Newfoundland and Labrador,Coffee
2024-06-05,3.46,In-store,Saskatchewan,Coffee
2024-06-25,3.57,Takeaway,Manitoba,Coffee
2024-06-16,6.88,In-store,Newfoundland and Labrador,Coffee
2024-06-13,14.16,In-store,Manitoba,Coffee
2024-06-12,3.59,In-store,Manitoba,Coffee
2024-06-18,13.72,In-store,Newfoundland and Labrador,Coffee
2024-06-24,10.77,In-store,Manitoba,Coffee
2024-06-27,6.99,Takeaway,British Columbia,Coffee
2024-06-26,7.22,Takeaway,Manitoba,Coffee
2024-06-14,3.5,Takeaway,Manitoba,Coffee
2024-06-25,13.43,In-store,Newfoundland and Labrador,Coffee
2024-06-17,17.8,In-store,Manitoba,Coffee
2024-06-20,6.94,Takeaway,Saskatchewan,Coffee
2024-06-20,10.42,Takeaway,British Columbia,Coffee
2024-06-13,10.19,In-store,British Columbia,Coffee
2024-06-14,18.07,Takeaway,Saskatchewan,Coffee
2024-06-21,3.46,In-store,Manitoba,Coffee
2024-06-10,3.61,Takeaway,Saskatchewan,Coffee
2024-06-23,7.03,In-store,British Columbia,Coffee
2024-06-12,6.94,In-store,British Columbia,Coffee
2024-06-18,6.87,Takeaway,British Columbia,Coffee
2024-06-26,3.59,In-store,British Columbia,Coffee
2024-06-02,3.49,In-store,British Columbia,Coffee
2024-06-07,6.99,Takeaway,British Columbia,Coffee
2024-06-18,10.49,In-store,Newfoundland and Labrador,Coffee
2024-06-04,3.41,In-store,Newfoundland and Labrador,Coffee
2024-06-07,3.47,In-store,British Columbia,Coffee
2024-06-23,7.01,In-store,Newfoundland and Labrador,Coffee
2024-06-02,7.33,Takeaway,Manitoba,Coffee
2024-06-19,10.59,In-store,Newfoundland and Labrador,Coffee
2024-06-03,6.82,Takeaway,Newfoundland and Labrador,Coffee
2024-06-05,10.39,Takeaway,Manitoba,Coffee
2024-06-13,13.88,In-store,Saskatchewan,Coffee
2024-06-28,10.51,Takeaway,Saskatchewan,Coffee
2024-06-17,3.6,In-store,British Columbia,Coffee
2024-06-11,3.48,In-store,Newfoundland and Labrador,Coffee
2024-06-13,6.9,In-store,British Columbia,Coffee
2024-06-18,7.38,In-store,Manitoba,Coffee
2024-06-19,6.94,In-store,British Columbia,Coffee
2024-06-09,6.98,In-store,Manitoba,Coffee
2024-06-07,10.46,Takeaway,Newfoundland and Labrador,Coffee
2024-06-15,7.08,Takeaway,Saskatchewan,Coffee
2024-06-20,5.94,In-store,Manitoba,Tea
2024-06-25,5.91,In-store,British Columbia,Tea
2024-06-18,3.04,Takeaway,Newfoundland and Labrador,Tea
2024-06-21,6.07,In-store,British Columbia,Tea
2024-06-14,3.03,In-store,Newfoundland and Labrador,Tea
2024-06-18,5.99,In-store,British Columbia,Tea
2024-06-20,2.98,Takeaway,British Columbia,Tea
2024-06-07,3.06,In-store,Saskatchewan,Tea
2024-06-28,3.07,In-store,Manitoba,Tea
2024-06-11,3.11,Takeaway,Saskatchewan,Tea
2024-06-19,9.19,In-store,Saskatchewan,Tea
2024-06-18,12.05,In-store,Newfoundland and Labrador,Tea
2024-06-26,11.79,In-store,British Columbia,Tea
2024-06-05,3.06,Takeaway,Saskatchewan,Tea
2024-06-27,12.0,In-store,Newfoundland and Labrador,Tea
2024-06-05,6.03,In-store,British Columbia,Tea
2024-06-05,9.0,Takeaway,British Columbia,Tea
2024-06-26,2.87,In-store,Newfoundland and Labrador,Tea
2024-06-08,5.98,In-store,British Columbia,Tea
2024-06-19,12.21,Takeaway,British Columbia,Tea
2024-06-14,2.96,In-store,Saskatchewan,Tea
2024-06-28,6.04,In-store,Saskatchewan,Tea
2024-06-24,12.11,Takeaway,Manitoba,Tea
2024-06-11,2.98,In-store,Saskatchewan,Tea
2024-06-25,9.16,In-store,Newfoundland and Labrador,Tea
2024-06-07,6.24,Takeaway,Saskatchewan,Tea
2024-06-19,11.95,In-store,British Columbia,Tea
2024-06-23,8.61,Takeaway,British Columbia,Tea
2024-06-21,2.98,In-store,British Columbia,Tea
2024-06-20,3.0,Takeaway,Manitoba,Tea
2024-06-25,6.07,In-store,British Columbia,Tea
2024-06-18,5.92,Takeaway,British Columbia,Tea
2024-06-28,8.91,In-store,Newfoundland and Labrador,Tea
2024-06-05,8.99,Takeaway,Newfoundland and Labrador,Tea
2024-06-12,2.96,Takeaway,Newfoundland and Labrador,Tea
2024-06-24,5.92,In-store,British Columbia,Tea
2024-06-10,9.09,In-store,Manitoba,Tea
2024-06-14,11.83,In-store,Newfoundland and Labrador,Tea
2024-06-24,6.03,Takeaway,Manitoba,Tea
2024-06-17,2.94,In-store,Manitoba,Tea
